Location,Population,date,HighestInfectionCount,HighestInfectionCountPerMillion,PercentPopulationInfected
Bahrain,1701583,2020-10-05,261,153.387,0.015338658178884015
Kuwait,4270563,2020-10-10,655,153.376,0.015337556195752175
United Arab Emirates,9890400,2021-04-06,1516,153.28,0.015327994823262962
Saudi Arabia,34813867,2020-10-27,5329,153.071,0.015307118855828339
Qatar,2881060,2021-04-27,441,153.069,0.015306866222848534
United Arab Emirates,9890400,2021-04-05,1512,152.876,0.015287551565154088
Bahrain,1701583,2020-10-04,260,152.799,0.015279889373600935
Oman,5106622,2020-09-13,780,152.743,0.015274285036174598
United Arab Emirates,9890400,2021-04-04,1510,152.673,0.015267329936099652
Saudi Arabia,34813867,2020-10-26,5313,152.612,0.015261160157818723
Saudi Arabia,34813867,2020-10-25,5296,152.123,0.015212329041183503
United Arab Emirates,9890400,2021-04-03,1504,152.067,0.015206665048936342
Kuwait,4270563,2020-10-09,649,151.971,0.01519705949777582
United Arab Emirates,9890400,2021-04-02,1502,151.864,0.015186443419881904
Saudi Arabia,34813867,2020-10-24,5281,151.692,0.015169242761799488
Qatar,2881060,2021-04-26,437,151.68,0.01516802843397916
Bahrain,1701583,2020-10-03,258,151.624,0.015162351763034775
United Arab Emirates,9890400,2021-04-01,1499,151.561,0.015156110976300251
United Arab Emirates,9890400,2021-03-31,1497,151.359,0.015135889347245813
Saudi Arabia,34813867,2020-10-23,5264,151.204,0.015120411645164268
United Arab Emirates,9890400,2021-03-30,1492,150.853,0.015085335274609722
Saudi Arabia,34813867,2020-10-22,5250,150.802,0.015080197784405851
Saudi Arabia,34813867,2020-10-21,5235,150.371,0.015037111505021836
Kuwait,4270563,2020-10-08,642,150.331,0.015033146683470071
United Arab Emirates,9890400,2021-03-29,1486,150.247,0.015024670387446412
Bahrain,1701583,2020-10-02,255,149.86,0.014986045347185532
Saudi Arabia,34813867,2020-10-20,5217,149.854,0.014985407969761015
United Arab Emirates,9890400,2021-03-28,1481,149.741,0.014974116314810321
Kuwait,4270563,2020-10-07,639,149.629,0.014962898334481894
Saudi Arabia,34813867,2020-10-19,5201,149.394,0.014939449271751396
United Arab Emirates,9890400,2021-03-27,1477,149.337,0.014933673056701449
Bahrain,1701583,2020-10-01,254,149.273,0.014927276541902451
Oman,5106622,2020-09-10,762,149.218,0.0149218015353398
Oman,5106622,2020-09-11,762,149.218,0.0149218015353398
Oman,5106622,2020-09-12,762,149.218,0.0149218015353398
Saudi Arabia,34813867,2020-10-18,5185,148.935,0.01489349057374178
United Arab Emirates,9890400,2021-03-26,1472,148.831,0.014883118984065358
Qatar,2881060,2021-04-25,428,148.556,0.014855643409023069
Saudi Arabia,34813867,2020-10-17,5165,148.36,0.014836042201229757
United Arab Emirates,9890400,2021-03-25,1466,148.225,0.014822454096902048
Kuwait,4270563,2020-10-06,632,147.99,0.014798985520176146
Saudi Arabia,34813867,2020-10-16,5144,147.757,0.014775721410092132
Bahrain,1701583,2020-09-30,251,147.51,0.01475097012605321
Saudi Arabia,34813867,2020-10-15,5127,147.269,0.014726890293456914
United Arab Emirates,9890400,2021-03-24,1456,147.213,0.014721345951629864
Oman,5106622,2020-09-09,751,147.064,0.014706394951496312
Kuwait,4270563,2020-10-05,628,147.053,0.014705321054858575
Saudi Arabia,34813867,2020-10-14,5108,146.723,0.014672314339570496
United Arab Emirates,9890400,2021-03-23,1451,146.708,0.014670791878993773
Saudi Arabia,34813867,2020-10-13,5087,146.12,0.01461199354843287
Kuwait,4270563,2020-10-04,624,146.117,0.014611656589541005
United Arab Emirates,9890400,2021-03-22,1445,146.101,0.014610126991830463
Saudi Arabia,34813867,2020-10-12,5068,145.574,0.014557417594546448
United Arab Emirates,9890400,2021-03-21,1438,145.394,0.014539351290139934
Oman,5106622,2020-09-08,742,145.302,0.014530153201078913
Kuwait,4270563,2020-10-03,620,145.18,0.014517992124223432
Qatar,2881060,2021-04-24,418,145.085,0.01450854893684963
United Arab Emirates,9890400,2021-03-20,1433,144.888,0.014488797217503843
Saudi Arabia,34813867,2020-10-11,5043,144.856,0.014485607128906421
Bahrain,1701583,2020-09-29,246,144.571,0.014457126099637807
United Arab Emirates,9890400,2021-03-19,1428,144.382,0.014438243144867751
Saudi Arabia,34813867,2020-10-10,5018,144.138,0.014413796663266393
Kuwait,4270563,2020-10-02,615,144.009,0.014400911542576472
Bahrain,1701583,2020-09-28,245,143.984,0.014398357294354727
United Arab Emirates,9890400,2021-03-18,1424,143.978,0.014397799886758876
Oman,5106622,2020-09-07,734,143.735,0.014373493867374557
Saudi Arabia,34813867,2020-10-09,4996,143.506,0.014350603453503169
Qatar,2881060,2021-04-23,413,143.35,0.014335001700762913
Kuwait,4270563,2020-10-01,612,143.307,0.014330663193588293
United Arab Emirates,9890400,2021-03-17,1414,142.967,0.014296691741486693
Kuwait,4270563,2020-09-30,610,142.838,0.014283830960929507
Saudi Arabia,34813867,2020-10-08,4972,142.817,0.014281665406488741
Oman,5106622,2020-09-06,728,142.56,0.014255999367096293
Bahrain,1701583,2020-09-27,242,142.221,0.014222050878505487
United Arab Emirates,9890400,2021-03-16,1406,142.158,0.014215805225268949
Kuwait,4270563,2020-09-29,607,142.136,0.01421358261194133
Saudi Arabia,34813867,2020-10-07,4947,142.099,0.014209854940848714
United Arab Emirates,9890400,2021-03-15,1402,141.754,0.014175361967160073
Kuwait,4270563,2020-09-28,605,141.668,0.014166750379282543
Saudi Arabia,34813867,2020-10-06,4923,141.409,0.014140916893834286
Qatar,2881060,2021-04-22,407,141.267,0.014126745017458852
United Arab Emirates,9890400,2021-03-14,1395,141.046,0.014104586265469546
Kuwait,4270563,2020-09-27,601,140.731,0.014073085913964974
Saudi Arabia,34813867,2020-10-05,4898,140.691,0.01406910642819426
Bahrain,1701583,2020-09-26,239,140.457,0.014045744462656242
United Arab Emirates,9890400,2021-03-13,1388,140.338,0.014033810563779017
Saudi Arabia,34813867,2020-10-04,4875,140.03,0.014003040799805433
Kuwait,4270563,2020-09-26,597,139.794,0.013979421448647405
United Arab Emirates,9890400,2021-03-12,1378,139.327,0.013932702418506835
Kuwait,4270563,2020-09-25,595,139.326,0.013932589215988618
Saudi Arabia,34813867,2020-10-03,4850,139.312,0.013931230334165406
Qatar,2881060,2021-04-21,400,138.838,0.013883778886937446
Bahrain,1701583,2020-09-25,236,138.694,0.013869438046807002
Kuwait,4270563,2020-09-24,592,138.623,0.013862340867000441
Saudi Arabia,34813867,2020-10-02,4823,138.537,0.013853675031274177
United Arab Emirates,9890400,2021-03-11,1369,138.417,0.013841705087761872
Kuwait,4270563,2020-09-23,590,138.155,0.013815508634341655
Oman,5106622,2020-09-03,705,138.056,0.01380560378269627
Oman,5106622,2020-09-04,705,138.056,0.01380560378269627
Oman,5106622,2020-09-05,705,138.056,0.01380560378269627
Saudi Arabia,34813867,2020-10-01,4794,137.704,0.013770374891131743
Kuwait,4270563,2020-09-22,588,137.687,0.013768676401682872
Kuwait,4270563,2020-09-21,585,136.984,0.013698428052694691
Saudi Arabia,34813867,2020-09-30,4768,136.957,0.013695692006866112
United Arab Emirates,9890400,2021-03-10,1353,136.799,0.013679932055326376
Kuwait,4270563,2020-09-20,584,136.75,0.013675011936365299
Saudi Arabia,34813867,2020-09-29,4739,136.124,0.013612391866723684
Kuwait,4270563,2020-09-19,581,136.048,0.013604763587377122
United Arab Emirates,9890400,2021-03-09,1345,135.99,0.013599045539108632
Kuwait,4270563,2020-09-18,580,135.813,0.01358134747104773
Bahrain,1701583,2020-09-23,231,135.756,0.013575594020391598
Bahrain,1701583,2020-09-24,231,135.756,0.013575594020391598
Qatar,2881060,2021-04-20,391,135.714,0.013571393861981355
Saudi Arabia,34813867,2020-09-28,4712,135.348,0.013534836563832453
United Arab Emirates,9890400,2021-03-08,1335,134.979,0.013497937393836448
Oman,5106622,2020-09-01,689,134.923,0.013492285115287564
Oman,5106622,2020-09-02,689,134.923,0.013492285115287564
Kuwait,4270563,2020-09-17,575,134.643,0.013464266889400766
Saudi Arabia,34813867,2020-09-27,4683,134.515,0.01345153642369002
Oman,5106622,2020-08-31,685,134.14,0.013413955448435386
Qatar,2881060,2021-04-19,386,133.978,0.013397846625894636
Saudi Arabia,34813867,2020-09-26,4655,133.711,0.013371108702173189
Kuwait,4270563,2020-09-16,571,133.706,0.013370602424083196
United Arab Emirates,9890400,2021-03-07,1322,133.665,0.013366496804982609
Bahrain,1701583,2020-09-22,227,133.405,0.013340518799259278
Kuwait,4270563,2020-09-15,568,133.004,0.013300354075095017
Saudi Arabia,34813867,2020-09-25,4625,132.849,0.013284936143405155
Qatar,2881060,2021-04-18,382,132.59,0.01325900883702526
Oman,5106622,2020-08-30,677,132.573,0.01325729611473103
United Arab Emirates,9890400,2021-03-06,1310,132.452,0.013245167030655989
Saudi Arabia,34813867,2020-09-24,4599,132.103,0.013210253259139526
Kuwait,4270563,2020-09-14,563,131.833,0.013183273493448054
Bahrain,1701583,2020-09-21,224,131.642,0.013164212383410038
Saudi Arabia,34813867,2020-09-23,4569,131.241,0.013124080700371493
Kuwait,4270563,2020-09-13,560,131.13,0.013113025144459875
United Arab Emirates,9890400,2021-03-05,1296,131.036,0.013103615627274934
Kuwait,4270563,2020-09-12,558,130.662,0.01306619291180109
Qatar,2881060,2021-04-17,376,130.508,0.0130507521537212
Saudi Arabia,34813867,2020-09-22,4542,130.465,0.013046525397480264
Kuwait,4270563,2020-09-11,557,130.428,0.013042776795471698
Kuwait,4270563,2020-09-10,556,130.194,0.013019360679142306
United Arab Emirates,9890400,2021-03-04,1286,130.025,0.01300250748200275
Bahrain,1701583,2020-09-19,221,129.879,0.012987905967560795
Bahrain,1701583,2020-09-20,221,129.879,0.012987905967560795
Saudi Arabia,34813867,2020-09-21,4512,129.604,0.01296035283871223
Bahrain,1701583,2020-09-18,220,129.291,0.012929137162277714
Kuwait,4270563,2020-09-09,552,129.257,0.012925696213824734
Saudi Arabia,34813867,2020-09-20,4485,128.828,0.012882797535821
Kuwait,4270563,2020-09-08,548,128.32,0.012832031748507165
United Arab Emirates,9890400,2021-03-03,1269,128.306,0.012830623635040039
Saudi Arabia,34813867,2020-09-19,4458,128.052,0.01280524223292977
Kuwait,4270563,2020-09-07,546,127.852,0.012785199515848378
Bahrain,1701583,2020-09-17,217,127.528,0.012752830746428474
Kuwait,4270563,2020-09-06,544,127.384,0.012738367283189595
Qatar,2881060,2021-04-16,367,127.384,0.012738367128765107
Oman,5106622,2020-08-27,650,127.286,0.012728570863478832
Oman,5106622,2020-08-28,650,127.286,0.012728570863478832
Oman,5106622,2020-08-29,650,127.286,0.012728570863478832
Saudi Arabia,34813867,2020-09-18,4430,127.248,0.012724814511412937
Bahrain,1701583,2020-09-16,216,126.941,0.012694061941145394
United Arab Emirates,9890400,2021-03-02,1253,126.689,0.012668850602604547
Oman,5106622,2020-08-26,646,126.502,0.012650241196626654
Kuwait,4270563,2020-09-05,540,126.447,0.012644702817872023
Saudi Arabia,34813867,2020-09-17,4399,126.358,0.012635769534019304
Kuwait,4270563,2020-09-04,537,125.745,0.012574454468883845
Oman,5106622,2020-08-25,642,125.719,0.012571911529774476
Kuwait,4270563,2020-09-03,536,125.51,0.012551038352554453
Saudi Arabia,34813867,2020-09-16,4369,125.496,0.012549596975251272
Kuwait,4270563,2020-09-02,535,125.276,0.012527622236225059
Bahrain,1701583,2020-09-14,213,125.178,0.01251775552529615
Bahrain,1701583,2020-09-15,213,125.178,0.01251775552529615
United Arab Emirates,9890400,2021-03-01,1238,125.172,0.01251718838469627
Kuwait,4270563,2020-09-01,534,125.042,0.012504206119895667
Oman,5106622,2020-08-24,637,124.74,0.012473999446209255
Saudi Arabia,34813867,2020-09-15,4338,124.606,0.012460551997857635
Bahrain,1701583,2020-09-13,212,124.59,0.01245898672001307
Kuwait,4270563,2020-08-31,531,124.34,0.01243395777090749
Kuwait,4270563,2020-08-30,530,124.105,0.012410541654578097
Bahrain,1701583,2020-09-12,211,124.002,0.01240021791472999
Qatar,2881060,2021-04-15,357,123.913,0.01239127265659167
Saudi Arabia,34813867,2020-09-14,4305,123.658,0.0123657621832128
Kuwait,4270563,2020-08-29,528,123.637,0.01236370942191931
United Arab Emirates,9890400,2021-02-28,1221,123.453,0.01234530453773356
Kuwait,4270563,2020-08-28,525,122.935,0.012293461072931134
United Arab Emirates,9890400,2021-02-27,1213,122.644,0.012264418021515813
Saudi Arabia,34813867,2020-09-13,4268,122.595,0.012259482694065559
Bahrain,1701583,2020-09-11,208,122.239,0.01222391149888075
Kuwait,4270563,2020-08-27,522,122.232,0.012223212723942955
Kuwait,4270563,2020-08-26,521,121.998,0.012199796607613562
Saudi Arabia,34813867,2020-09-12,4240,121.791,0.012179054972548726
Bahrain,1701583,2020-09-10,207,121.651,0.012165142693597667
Kuwait,4270563,2020-08-25,519,121.53,0.012152964374954778
Kuwait,4270563,2020-08-24,518,121.295,0.012129548258625385
United Arab Emirates,9890400,2021-02-26,1198,121.128,0.01211275580360754
Saudi Arabia,34813867,2020-09-11,4213,121.015,0.012101499669657496
Qatar,2881060,2021-04-14,348,120.789,0.012078887631635577
Kuwait,4270563,2020-08-23,515,120.593,0.012059299909637207
Saudi Arabia,34813867,2020-09-10,4189,120.326,0.01203256162264307
Kuwait,4270563,2020-08-22,513,120.125,0.012012467676978422
Kuwait,4270563,2020-08-21,511,119.656,0.011965635444319637
Saudi Arabia,34813867,2020-09-09,4165,119.636,0.011963623575628642
United Arab Emirates,9890400,2021-02-25,1182,119.51,0.011950982771172045
Bahrain,1701583,2020-09-09,203,119.301,0.011930067472465345
Oman,5106622,2020-08-20,609,119.257,0.011925691778244013
Oman,5106622,2020-08-21,609,119.257,0.011925691778244013
Oman,5106622,2020-08-22,609,119.257,0.011925691778244013
Oman,5106622,2020-08-23,609,119.257,0.011925691778244013
Kuwait,4270563,2020-08-20,509,119.188,0.01191880321166085
Saudi Arabia,34813867,2020-09-08,4137,118.832,0.011883195854111812
Kuwait,4270563,2020-08-19,507,118.72,0.011871970979002066
Bahrain,1701583,2020-09-08,202,118.713,0.011871298667182265
Kuwait,4270563,2020-08-18,505,118.251,0.01182513874634328
Oman,5106622,2020-08-19,603,118.082,0.011808197277965747
Qatar,2881060,2021-04-13,340,118.012,0.01180121205389683
Saudi Arabia,34813867,2020-09-07,4107,117.97,0.011797023295343777
United Arab Emirates,9890400,2021-02-24,1164,117.69,0.011768988109682115
Kuwait,4270563,2020-08-17,502,117.549,0.011754890397355102
Bahrain,1701583,2020-09-07,200,117.538,0.011753761056616104
Kuwait,4270563,2020-08-16,501,117.315,0.01173147428102571
Saudi Arabia,34813867,2020-09-06,4081,117.223,0.011722340411078148
Bahrain,1701583,2020-09-06,199,116.95,0.011694992251333023
Oman,5106622,2020-08-18,597,116.907,0.011690702777687481
Kuwait,4270563,2020-08-15,498,116.612,0.011661225932037533
Saudi Arabia,34813867,2020-09-05,4049,116.304,0.011630423015058913
Qatar,2881060,2021-04-12,335,116.277,0.01162766481781011
United Arab Emirates,9890400,2021-02-23,1145,115.769,0.011576882633664968
Kuwait,4270563,2020-08-14,494,115.676,0.011567561466719962
Qatar,2881060,2021-04-11,333,115.582,0.011558245923375425
Saudi Arabia,34813867,2020-09-04,4015,115.328,0.011532760781788476
United Arab Emirates,9890400,2021-02-22,1140,115.263,0.011526328561028877
Bahrain,1701583,2020-09-05,196,115.187,0.011518685835483782
Oman,5106622,2020-08-17,588,115.145,0.011514461027270082
Qatar,2881060,2021-04-10,331,114.888,0.011488827028940737
Bahrain,1701583,2020-09-04,195,114.599,0.011459917030200701
Kuwait,4270563,2020-08-12,489,114.505,0.011450480885073
Kuwait,4270563,2020-08-13,489,114.505,0.011450480885073
Saudi Arabia,34813867,2020-09-03,3982,114.38,0.011437970967143638
Kuwait,4270563,2020-08-11,486,113.802,0.01138023253608482
United Arab Emirates,9890400,2021-02-21,1125,113.747,0.011374666343120602
Saudi Arabia,34813867,2020-09-02,3956,113.633,0.01136328808287801
Kuwait,4270563,2020-08-10,482,112.866,0.01128656807076725
Saudi Arabia,34813867,2020-09-01,3929,112.857,0.01128573277998678
Qatar,2881060,2021-04-09,324,112.459,0.011245860898419332
United Arab Emirates,9890400,2021-02-20,1108,112.028,0.01120278249615789
Oman,5106622,2020-08-16,572,112.011,0.011201142359861372
Saudi Arabia,34813867,2020-08-31,3897,111.938,0.011193815383967545
Kuwait,4270563,2020-08-09,478,111.929,0.011192903605449679
Qatar,2881060,2021-04-08,322,111.764,0.011176442003984644
Bahrain,1701583,2020-08-31,190,111.661,0.011166073003785299
Bahrain,1701583,2020-09-01,190,111.661,0.011166073003785299
Bahrain,1701583,2020-09-02,190,111.661,0.011166073003785299
Bahrain,1701583,2020-09-03,190,111.661,0.011166073003785299
Saudi Arabia,34813867,2020-08-30,3870,111.163,0.011116260081076313
Bahrain,1701583,2020-08-28,189,111.073,0.011107304198502218
Bahrain,1701583,2020-08-29,189,111.073,0.011107304198502218
Bahrain,1701583,2020-08-30,189,111.073,0.011107304198502218
Qatar,2881060,2021-04-07,320,111.07,0.011107023109549957
Kuwait,4270563,2020-08-08,474,110.992,0.01109923914013211
United Arab Emirates,9890400,2021-02-19,1093,110.511,0.011051120278249615
Bahrain,1701583,2020-08-27,188,110.485,0.011048535393219138
Saudi Arabia,34813867,2020-08-29,3840,110.301,0.011030087522308281
Kuwait,4270563,2020-08-07,471,110.29,0.01102899079114393
Oman,5106622,2020-08-15,562,110.053,0.011005318192730928
Kuwait,4270563,2020-08-06,469,109.822,0.010982158558485146
Kuwait,4270563,2020-08-05,468,109.587,0.010958742442155753
Saudi Arabia,34813867,2020-08-28,3813,109.525,0.010952532219417051
Bahrain,1701583,2020-08-25,186,109.31,0.010930997782652977
Bahrain,1701583,2020-08-26,186,109.31,0.010930997782652977
Oman,5106622,2020-08-14,557,109.074,0.010907406109165706
Kuwait,4270563,2020-08-04,465,108.885,0.010888494093167575
Bahrain,1701583,2020-08-24,185,108.722,0.010872228977369896
Saudi Arabia,34813867,2020-08-27,3785,108.721,0.01087210449790022
United Arab Emirates,9890400,2021-02-18,1073,108.489,0.01084890398770525
Qatar,2881060,2021-04-06,312,108.293,0.01082934753181121
Bahrain,1701583,2020-08-23,184,108.135,0.010813460172086816
Kuwait,4270563,2020-08-03,461,107.948,0.010794829627850003
Oman,5106622,2020-08-13,551,107.899,0.010789911608887441
Saudi Arabia,34813867,2020-08-26,3755,107.859,0.010785931939132186
Bahrain,1701583,2020-08-22,183,107.547,0.010754691366803735
Kuwait,4270563,2020-08-02,457,107.012,0.010701165162532434
Saudi Arabia,34813867,2020-08-25,3722,106.911,0.010691142124487348
United Arab Emirates,9890400,2021-02-17,1055,106.669,0.01066690932621532
Bahrain,1701583,2020-08-21,181,106.372,0.010637153756237574
Qatar,2881060,2021-04-05,306,106.211,0.010621090848507146
Kuwait,4270563,2020-08-01,453,106.075,0.010607500697214865
Saudi Arabia,34813867,2020-08-24,3691,106.021,0.010602097147093715
Oman,5106622,2020-08-12,539,105.549,0.010554922608330908
United Arab Emirates,9890400,2021-02-16,1041,105.254,0.010525357922834263
Bahrain,1701583,2020-08-20,179,105.196,0.010519616145671413
Qatar,2881060,2021-04-04,303,105.17,0.010516962506855115
Saudi Arabia,34813867,2020-08-23,3649,104.815,0.010481455564818469
Kuwait,4270563,2020-07-31,447,104.67,0.010467003999238509
Bahrain,1701583,2020-08-19,178,104.608,0.010460847340388333
Qatar,2881060,2021-04-03,301,104.475,0.010447543612420429
Oman,5106622,2020-08-11,533,104.374,0.010437428108052642
Kuwait,4270563,2020-07-30,445,104.202,0.010420171766579724
Kuwait,4270563,2020-07-29,444,103.968,0.01039675565025033
Saudi Arabia,34813867,2020-08-22,3619,103.953,0.010395283006050434
United Arab Emirates,9890400,2021-02-15,1027,103.838,0.010383806519453207
Kuwait,4270563,2020-07-28,442,103.499,0.010349923417591543
Qatar,2881060,2021-04-02,298,103.434,0.010343415270768399
Bahrain,1701583,2020-08-18,175,102.845,0.010284540924539091
Saudi Arabia,34813867,2020-08-21,3580,102.833,0.01028325867965199
Kuwait,4270563,2020-07-27,438,102.563,0.010256258952273974
United Arab Emirates,9890400,2021-02-14,1014,102.524,0.01025236593059937
Qatar,2881060,2021-04-01,295,102.393,0.010239286929116367
Oman,5106622,2020-08-10,521,102.024,0.01020243910749611
Saudi Arabia,34813867,2020-08-20,3548,101.913,0.010191341283632756
Bahrain,1701583,2020-08-17,173,101.67,0.01016700331397293
Kuwait,4270563,2020-07-26,433,101.392,0.01013917837062701
United Arab Emirates,9890400,2021-02-13,1001,101.209,0.01012092534174553
Qatar,2881060,2021-03-31,291,101.004,0.010100449140246992
Saudi Arabia,34813867,2020-08-19,3506,100.707,0.010070699701357507
Oman,5106622,2020-08-09,513,100.458,0.010045779773791756
Kuwait,4270563,2020-07-25,429,100.455,0.010045513905309441
Qatar,2881060,2021-03-30,289,100.31,0.010031030245812304
Bahrain,1701583,2020-08-15,170,99.907,0.009990696898123689
Bahrain,1701583,2020-08-16,170,99.907,0.009990696898123689
United Arab Emirates,9890400,2021-02-12,986,99.693,0.009969263123837255
Oman,5106622,2020-08-08,509,99.675,0.009967450106939578
Saudi Arabia,34813867,2020-08-18,3470,99.673,0.009967292630835867
Kuwait,4270563,2020-07-24,425,99.518,0.00995184943999187
Qatar,2881060,2021-03-29,286,99.269,0.009926901904160275
Bahrain,1701583,2020-08-14,168,98.732,0.009873159287557528
Saudi Arabia,34813867,2020-08-17,3436,98.696,0.009869630397565431
Kuwait,4270563,2020-07-23,421,98.582,0.009858184974674299
Qatar,2881060,2021-03-27,284,98.575,0.009857483009725587
Qatar,2881060,2021-03-28,284,98.575,0.009857483009725587
United Arab Emirates,9890400,2021-02-11,974,98.479,0.009847933349510637
Oman,5106622,2020-08-07,502,98.304,0.009830373189948267
Bahrain,1701583,2020-08-13,167,98.144,0.009814390482274447
Saudi Arabia,34813867,2020-08-16,3408,97.892,0.0097892026760486
Qatar,2881060,2021-03-26,282,97.881,0.0097880641152909
Kuwait,4270563,2020-07-22,417,97.645,0.00976452050935673
Bahrain,1701583,2020-08-12,166,97.556,0.009755621676991367
Qatar,2881060,2021-03-25,281,97.534,0.009753354668073557
Bahrain,1701583,2020-08-11,165,96.969,0.009696852871708286
Saudi Arabia,34813867,2020-08-15,3369,96.772,0.009677178349650154
United Arab Emirates,9890400,2021-02-10,956,96.659,0.009665938688020707
Qatar,2881060,2021-03-24,278,96.492,0.009649226326421526
Kuwait,4270563,2020-07-21,412,96.474,0.009647439927709766
Oman,5106622,2020-08-06,492,96.345,0.009634549022817825
Saudi Arabia,34813867,2020-08-14,3338,95.881,0.009588133372256521
Bahrain,1701583,2020-08-10,163,95.793,0.009579315261142125
United Arab Emirates,9890400,2021-02-09,947,95.749,0.009574941357275742
Oman,5106622,2020-08-05,488,95.562,0.009556219355965647
Kuwait,4270563,2020-07-19,408,95.538,0.009553775462392194
Kuwait,4270563,2020-07-20,408,95.538,0.009553775462392194
Qatar,2881060,2021-03-23,275,95.451,0.009545097984769494
Kuwait,4270563,2020-07-18,407,95.304,0.009530359346062804
Bahrain,1701583,2020-08-09,162,95.205,0.009520546455859044
Qatar,2881060,2021-03-22,274,95.104,0.009510388537552152
Saudi Arabia,34813867,2020-08-13,3303,94.876,0.009487598720360483
Qatar,2881060,2021-03-21,273,94.757,0.009475679090334808
Bahrain,1701583,2020-08-08,161,94.618,0.009461777650575964
Kuwait,4270563,2020-07-17,404,94.601,0.009460110997074625
Qatar,2881060,2021-03-20,272,94.41,0.009440969643117464
Kuwait,4270563,2020-07-16,402,94.133,0.009413278764415839
Qatar,2881060,2021-03-19,271,94.063,0.009406260195900119
United Arab Emirates,9890400,2021-02-08,930,94.031,0.00940305751031303
Saudi Arabia,34813867,2020-08-12,3269,93.899,0.009389936487090043
Qatar,2881060,2021-03-17,270,93.716,0.009371550748682777
Qatar,2881060,2021-03-18,270,93.716,0.009371550748682777
Bahrain,1701583,2020-08-07,159,93.442,0.009344240040009803
Kuwait,4270563,2020-07-15,399,93.43,0.009343030415427661
United Arab Emirates,9890400,2021-02-07,921,93.121,0.009312060179568066
Qatar,2881060,2021-03-16,268,93.021,0.009302131854248089
Saudi Arabia,34813867,2020-08-11,3233,92.865,0.009286529416568405
Kuwait,4270563,2020-07-14,396,92.728,0.009272782066439483
Qatar,2881060,2021-03-15,267,92.674,0.009267422407030747
United Arab Emirates,9890400,2021-02-06,914,92.413,0.009241284477877539
Qatar,2881060,2021-03-14,266,92.327,0.009232712959813403
Kuwait,4270563,2020-07-13,393,92.025,0.009202533717451306
Qatar,2881060,2021-03-12,265,91.98,0.009198003512596057
Qatar,2881060,2021-03-13,265,91.98,0.009198003512596057
Saudi Arabia,34813867,2020-08-10,3199,91.889,0.009188867183297965
Bahrain,1701583,2020-08-06,156,91.679,0.00916793362416056
Qatar,2881060,2021-03-09,264,91.633,0.009163294065378714
Qatar,2881060,2021-03-10,264,91.633,0.009163294065378714
Qatar,2881060,2021-03-11,264,91.633,0.009163294065378714
Kuwait,4270563,2020-07-12,390,91.323,0.009132285368463128
Qatar,2881060,2021-03-08,263,91.286,0.009128584618161371
United Arab Emirates,9890400,2021-02-05,902,91.2,0.009119954703550918
Saudi Arabia,34813867,2020-08-09,3167,90.969,0.00909694978727873
Qatar,2881060,2021-03-06,262,90.939,0.009093875170944028
Qatar,2881060,2021-03-07,262,90.939,0.009093875170944028
Qatar,2881060,2021-03-05,261,90.592,0.009059165723726684
Bahrain,1701583,2020-08-05,154,90.504,0.0090503960135944
Kuwait,4270563,2020-07-11,386,90.386,0.009038620903145557
Qatar,2881060,2021-03-03,260,90.245,0.009024456276509342
Qatar,2881060,2021-03-04,260,90.245,0.009024456276509342
Saudi Arabia,34813867,2020-08-08,3130,89.907,0.00899067029813149
Qatar,2881060,2021-03-01,259,89.897,0.008989746829291996
Qatar,2881060,2021-03-02,259,89.897,0.008989746829291996
United Arab Emirates,9890400,2021-02-04,888,89.784,0.008978403300169862
Kuwait,4270563,2020-07-10,383,89.684,0.008968372554157378
Qatar,2881060,2021-02-28,258,89.55,0.008955037382074652
Kuwait,4270563,2020-07-09,382,89.45,0.008944956437827988
Qatar,2881060,2021-02-22,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-23,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-24,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-25,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-26,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-27,257,89.203,0.008920327934857308
Qatar,2881060,2021-02-16,256,88.856,0.008885618487639966
Qatar,2881060,2021-02-17,256,88.856,0.008885618487639966
Qatar,2881060,2021-02-18,256,88.856,0.008885618487639966
Qatar,2881060,2021-02-19,256,88.856,0.008885618487639966
Qatar,2881060,2021-02-20,256,88.856,0.008885618487639966
Qatar,2881060,2021-02-21,256,88.856,0.008885618487639966
Saudi Arabia,34813867,2020-08-07,3093,88.844,0.008884390808984247
United Arab Emirates,9890400,2021-02-03,878,88.773,0.008877295154897678
Kuwait,4270563,2020-07-08,379,88.747,0.008874708088839807
Bahrain,1701583,2020-08-04,151,88.741,0.008874089597745159
Qatar,2881060,2021-02-13,255,88.509,0.008850909040422622
Qatar,2881060,2021-02-14,255,88.509,0.008850909040422622
Qatar,2881060,2021-02-15,255,88.509,0.008850909040422622
Kuwait,4270563,2020-07-07,377,88.279,0.008827875856181023
Qatar,2881060,2021-02-11,254,88.162,0.008816199593205279
Qatar,2881060,2021-02-12,254,88.162,0.008816199593205279
Bahrain,1701583,2020-08-03,150,88.153,0.008815320792462078
Qatar,2881060,2021-02-09,253,87.815,0.008781490145987935
Qatar,2881060,2021-02-10,253,87.815,0.008781490145987935
