Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Yemen,29825968,2020-11-10,2063,0.0069167914348999505
Yemen,29825968,2020-11-11,2063,0.0069167914348999505
Yemen,29825968,2020-10-29,2062,0.006913438651848617
Yemen,29825968,2020-10-30,2062,0.006913438651848617
Yemen,29825968,2020-10-28,2061,0.006910085868797285
Yemen,29825968,2020-10-23,2060,0.00690673308574595
Yemen,29825968,2020-10-24,2060,0.00690673308574595
Yemen,29825968,2020-10-25,2060,0.00690673308574595
Yemen,29825968,2020-10-26,2060,0.00690673308574595
Yemen,29825968,2020-10-27,2060,0.00690673308574595
Saudi Arabia,34813867,2020-04-05,2402,0.006899549538693877
Yemen,29825968,2020-10-20,2057,0.006896674736591952
Yemen,29825968,2020-10-21,2057,0.006896674736591952
Yemen,29825968,2020-10-22,2057,0.006896674736591952
Yemen,29825968,2020-10-18,2056,0.00689332195354062
Yemen,29825968,2020-10-19,2056,0.00689332195354062
Yemen,29825968,2020-10-16,2055,0.006889969170489286
Yemen,29825968,2020-10-17,2055,0.006889969170489286
Yemen,29825968,2020-10-13,2053,0.006883263604386621
Yemen,29825968,2020-10-14,2053,0.006883263604386621
Yemen,29825968,2020-10-15,2053,0.006883263604386621
Yemen,29825968,2020-10-11,2052,0.0068799108213352875
Yemen,29825968,2020-10-12,2052,0.0068799108213352875
Yemen,29825968,2020-10-09,2051,0.006876558038283955
Yemen,29825968,2020-10-10,2051,0.006876558038283955
Yemen,29825968,2020-10-08,2050,0.006873205255232621
Yemen,29825968,2020-10-07,2049,0.006869852472181289
Yemen,29825968,2020-10-06,2047,0.006863146906078622
Yemen,29825968,2020-10-03,2041,0.006843030207770624
Yemen,29825968,2020-10-04,2041,0.006843030207770624
Yemen,29825968,2020-10-05,2041,0.006843030207770624
Yemen,29825968,2020-10-02,2040,0.006839677424719292
Yemen,29825968,2020-10-01,2039,0.00683632464166796
Yemen,29825968,2020-09-30,2034,0.006819560726411293
Yemen,29825968,2020-09-28,2031,0.006809502377257294
Yemen,29825968,2020-09-29,2031,0.006809502377257294
Yemen,29825968,2020-09-26,2030,0.006806149594205962
Yemen,29825968,2020-09-27,2030,0.006806149594205962
Yemen,29825968,2020-09-23,2029,0.0068027968111546286
Yemen,29825968,2020-09-24,2029,0.0068027968111546286
Yemen,29825968,2020-09-25,2029,0.0068027968111546286
Yemen,29825968,2020-09-21,2028,0.006799444028103296
Yemen,29825968,2020-09-22,2028,0.006799444028103296
Yemen,29825968,2020-09-19,2026,0.00679273846200063
Yemen,29825968,2020-09-20,2026,0.00679273846200063
Yemen,29825968,2020-09-18,2024,0.0067860328958979635
Yemen,29825968,2020-09-17,2022,0.006779327329795297
Yemen,29825968,2020-09-16,2019,0.006769268980641298
Kuwait,4270563,2020-03-31,289,0.006767257619194471
Yemen,29825968,2020-09-15,2016,0.0067592106314873
Yemen,29825968,2020-09-14,2013,0.006749152282333301
Yemen,29825968,2020-09-13,2011,0.006742446716230636
Yemen,29825968,2020-09-12,2009,0.006735741150127969
Yemen,29825968,2020-09-11,2007,0.006729035584025303
Yemen,29825968,2020-09-10,2003,0.00671562445181997
United Arab Emirates,9890400,2020-03-31,664,0.006713580846072959
Yemen,29825968,2020-09-09,1999,0.00670221331961464
Yemen,29825968,2020-09-08,1994,0.006685449404357975
Yemen,29825968,2020-09-07,1989,0.006668685489101309
Yemen,29825968,2020-09-06,1987,0.006661979922998644
Yemen,29825968,2020-09-04,1983,0.006648568790793312
Yemen,29825968,2020-09-05,1983,0.006648568790793312
Yemen,29825968,2020-09-03,1979,0.006635157658587979
Yemen,29825968,2020-09-02,1976,0.006625099309433981
Yemen,29825968,2020-09-01,1962,0.006578160346715318
Yemen,29825968,2020-08-31,1958,0.006564749214509986
Yemen,29825968,2020-08-30,1953,0.006547985299253322
Yemen,29825968,2020-08-29,1946,0.00652451581789399
Yemen,29825968,2020-08-28,1943,0.006514457468739992
Oman,5106622,2020-04-06,331,0.006481779932017682
Yemen,29825968,2020-08-27,1933,0.006480929638226662
Yemen,29825968,2020-08-26,1930,0.006470871289072663
Bahrain,1701583,2020-03-10,110,0.006464568581138857
Yemen,29825968,2020-08-25,1924,0.006450754590764665
Yemen,29825968,2020-08-24,1916,0.0064239323263540005
Yemen,29825968,2020-08-23,1911,0.006407168411097336
Yemen,29825968,2020-08-22,1907,0.006393757278892005
Yemen,29825968,2020-08-21,1906,0.006390404495840671
Yemen,29825968,2020-08-20,1899,0.00636693501448134
Yemen,29825968,2020-08-19,1892,0.00634346553312201
Yemen,29825968,2020-08-18,1889,0.00633340718396801
Yemen,29825968,2020-08-16,1869,0.0062663515229413515
Yemen,29825968,2020-08-17,1869,0.0062663515229413515
Saudi Arabia,34813867,2020-04-04,2179,0.006259000185184829
Yemen,29825968,2020-08-14,1858,0.0062294709093766885
Yemen,29825968,2020-08-15,1858,0.0062294709093766885
Kuwait,4270563,2020-03-30,266,0.00622868694361844
Yemen,29825968,2020-08-13,1847,0.006192590295812025
United Arab Emirates,9890400,2020-03-30,611,0.006177707676130389
Yemen,29825968,2020-08-12,1841,0.0061724735975040275
Yemen,29825968,2020-08-10,1832,0.00614229855004203
Yemen,29825968,2020-08-11,1831,0.0061389457669906965
Yemen,29825968,2020-08-09,1804,0.006048420624604707
Yemen,29825968,2020-08-08,1797,0.006024951143245376
Yemen,29825968,2020-08-07,1796,0.0060215983601940425
Kuwait,4270563,2020-03-29,255,0.005971109663995122
Yemen,29825968,2020-08-06,1768,0.005927720434756719
Yemen,29825968,2020-08-05,1763,0.005910956519500054
Yemen,29825968,2020-08-04,1760,0.005900898170346056
Saudi Arabia,34813867,2020-04-03,2039,0.005856861577600673
Oman,5106622,2020-04-05,298,0.005835560180487218
Yemen,29825968,2020-08-02,1734,0.005813725811011398
Yemen,29825968,2020-08-03,1734,0.005813725811011398
Yemen,29825968,2020-08-01,1730,0.005800314678806066
Yemen,29825968,2020-07-31,1728,0.0057936091127034
Yemen,29825968,2020-07-30,1726,0.005786903546600734
United Arab Emirates,9890400,2020-03-29,570,0.005763164280514438
Yemen,29825968,2020-07-29,1711,0.005736611800830739
Yemen,29825968,2020-07-28,1703,0.005709789536420076
Yemen,29825968,2020-07-27,1691,0.005669556139804079
Yemen,29825968,2020-07-26,1681,0.00563602830929075
Yemen,29825968,2020-07-24,1674,0.005612558827931419
Yemen,29825968,2020-07-25,1674,0.005612558827931419
Bahrain,1701583,2020-03-09,95,0.005583036501892649
Yemen,29825968,2020-07-23,1654,0.005545503166904759
Kuwait,4270563,2020-03-28,235,0.00550278733740727
Yemen,29825968,2020-07-22,1640,0.005498564204186097
Yemen,29825968,2020-07-21,1629,0.005461683590621435
Yemen,29825968,2020-07-20,1619,0.0054281557601081045
Oman,5106622,2020-04-04,277,0.005424329429513287
Saudi Arabia,34813867,2020-04-02,1885,0.005414509109258101
Yemen,29825968,2020-07-19,1606,0.005384569580440776
Yemen,29825968,2020-07-18,1581,0.005300750004157451
Yemen,29825968,2020-07-17,1576,0.005283986088900786
Kuwait,4270563,2020-03-27,225,0.005268626174113343
Yemen,29825968,2020-07-16,1552,0.005203519295668794
Yemen,29825968,2020-07-15,1526,0.005116346936334137
Yemen,29825968,2020-07-14,1516,0.005082819105820807
Yemen,29825968,2020-07-13,1498,0.005022469010896813
Bahrain,1701583,2020-03-07,85,0.004995348449061844
Bahrain,1701583,2020-03-08,85,0.004995348449061844
Saudi Arabia,34813867,2020-04-01,1720,0.004940560036033917
Oman,5106622,2020-04-03,252,0.004934769011687178
Yemen,29825968,2020-07-12,1465,0.004911827170202825
Kuwait,4270563,2020-03-26,208,0.004870552196513668
United Arab Emirates,9890400,2020-03-28,468,0.00473186119873817
Yemen,29825968,2020-07-11,1389,0.004657015658301518
Yemen,29825968,2020-07-10,1380,0.004626840610839521
Kuwait,4270563,2020-03-25,195,0.004566142684231564
Yemen,29825968,2020-07-09,1356,0.00454637381760753
Oman,5106622,2020-04-02,231,0.004523538260713246
Saudi Arabia,34813867,2020-03-31,1563,0.004489590311814542
Kuwait,4270563,2020-03-24,191,0.004472478218913994
Kuwait,4270563,2020-03-23,189,0.004425645986255208
Yemen,29825968,2020-07-08,1318,0.0044189680616568755
Kuwait,4270563,2020-03-22,188,0.004402229869925815
Yemen,29825968,2020-07-07,1297,0.004348559617578883
Yemen,29825968,2020-07-06,1290,0.004325090136219552
Yemen,29825968,2020-07-05,1265,0.004241270559936228
Yemen,29825968,2020-07-04,1248,0.004184273248063567
Saudi Arabia,34813867,2020-03-30,1453,0.004173624262998419
Yemen,29825968,2020-07-03,1240,0.004157450983652902
Kuwait,4270563,2020-03-21,176,0.004121236473973104
Oman,5106622,2020-04-01,210,0.004112307509739315
United Arab Emirates,9890400,2020-03-27,405,0.004094879883523417
Yemen,29825968,2020-07-02,1221,0.0040937481056775755
Yemen,29825968,2020-07-01,1190,0.003989811831086253
Yemen,29825968,2020-06-30,1158,0.003882522773443598
Yemen,29825968,2020-06-29,1128,0.003781939281903608
Oman,5106622,2020-03-31,192,0.003759824008904516
Yemen,29825968,2020-06-28,1118,0.0037484114513902786
Saudi Arabia,34813867,2020-03-29,1299,0.0037312717946558476
Kuwait,4270563,2020-03-20,159,0.0037231624963734293
Yemen,29825968,2020-06-27,1103,0.0036981197056202833
Yemen,29825968,2020-06-26,1089,0.0036511807429016217
Yemen,29825968,2020-06-25,1076,0.0036075945632342925
Bahrain,1701583,2020-03-06,60,0.0035261283169848315
Oman,5106622,2020-03-30,179,0.0035052525916349398
Kuwait,4270563,2020-03-19,148,0.0034655852167501102
Saudi Arabia,34813867,2020-03-28,1203,0.003455519606598141
Yemen,29825968,2020-06-24,1015,0.003403074797102981
United Arab Emirates,9890400,2020-03-25,333,0.003366901237563698
United Arab Emirates,9890400,2020-03-26,333,0.003366901237563698
Yemen,29825968,2020-06-23,992,0.0033259607869223218
Kuwait,4270563,2020-03-18,142,0.0033250885187737543
Oman,5106622,2020-03-29,167,0.003270263591078408
Yemen,29825968,2020-06-22,967,0.0032421412106389976
Bahrain,1701583,2020-03-05,55,0.0032322842905694285
Saudi Arabia,34813867,2020-03-27,1104,0.003171150162663631
Yemen,29825968,2020-06-21,941,0.0031549688513043397
Yemen,29825968,2020-06-20,922,0.003091265973329013
Yemen,29825968,2020-06-19,919,0.003081207624175014
Bahrain,1701583,2020-03-04,52,0.0030559778747201874
Yemen,29825968,2020-06-18,909,0.0030476797936616843
Kuwait,4270563,2020-03-17,130,0.0030440951228210425
Yemen,29825968,2020-06-17,902,0.0030242103123023535
Oman,5106622,2020-03-28,152,0.0029765273403827425
Yemen,29825968,2020-06-16,885,0.0029672130004296925
Saudi Arabia,34813867,2020-03-26,1012,0.0029068876491083278
Kuwait,4270563,2020-03-16,123,0.0028801823085152943
Bahrain,1701583,2020-03-02,49,0.0028796714588709455
Bahrain,1701583,2020-03-03,49,0.0028796714588709455
Yemen,29825968,2020-06-15,844,0.0028297488953250402
Bahrain,1701583,2020-03-01,47,0.0027621338483047844
Kuwait,4270563,2020-03-15,112,0.0026226050288919753
Saudi Arabia,34813867,2020-03-25,900,0.0025851767630410034
Oman,5106622,2020-03-27,131,0.0025652965894088107
United Arab Emirates,9890400,2020-03-24,248,0.0025074820027501414
Yemen,29825968,2020-06-14,728,0.0024408260613704136
Kuwait,4270563,2020-03-14,104,0.002435276098256834
Bahrain,1701583,2020-02-29,41,0.002409521016606301
Yemen,29825968,2020-06-13,705,0.002363712051189755
Saudi Arabia,34813867,2020-03-24,767,0.002203145085836055
Oman,5106622,2020-03-26,109,0.002134483421721835
Yemen,29825968,2020-06-12,632,0.0021189588884424474
Bahrain,1701583,2020-02-28,36,0.002115676990190899
United Arab Emirates,9890400,2020-03-23,198,0.002001941276389226
Yemen,29825968,2020-06-11,591,0.0019814947833377947
Bahrain,1701583,2020-02-26,33,0.0019393705743416573
Bahrain,1701583,2020-02-27,33,0.0019393705743416573
Oman,5106622,2020-03-25,99,0.0019386592545913913
Yemen,29825968,2020-06-10,560,0.0018775585087464723
Kuwait,4270563,2020-03-12,80,0.0018732893063514108
Kuwait,4270563,2020-03-13,80,0.0018732893063514108
Yemen,29825968,2020-06-09,524,0.001756858318898485
Kuwait,4270563,2020-03-11,72,0.0016859603757162695
Yemen,29825968,2020-06-08,496,0.0016629803934611609
Oman,5106622,2020-03-24,84,0.0016449230038957261
Yemen,29825968,2020-06-07,484,0.0016227469968451652
Yemen,29825968,2020-06-06,482,0.0016160414307424995
Kuwait,4270563,2020-03-10,69,0.0016157120267280918
Saudi Arabia,34813867,2020-03-23,562,0.0016142992675878265
Yemen,29825968,2020-06-05,469,0.0015724552510751706
United Arab Emirates,9890400,2020-03-21,153,0.001546954622664402
United Arab Emirates,9890400,2020-03-22,153,0.001546954622664402
Yemen,29825968,2020-06-04,453,0.0015188107222538427
Kuwait,4270563,2020-03-08,64,0.0014986314450811287
Kuwait,4270563,2020-03-09,64,0.0014986314450811287
Saudi Arabia,34813867,2020-03-22,511,0.0014678059176821696
Kuwait,4270563,2020-03-07,61,0.0014283830960929507
United Arab Emirates,9890400,2020-03-19,140,0.0014155140338105638
United Arab Emirates,9890400,2020-03-20,140,0.0014155140338105638
Yemen,29825968,2020-06-03,419,0.0014048160985085211
Kuwait,4270563,2020-03-05,58,0.0013581347471047728
Kuwait,4270563,2020-03-06,58,0.0013581347471047728
Bahrain,1701583,2020-02-25,23,0.001351682521510852
Yemen,29825968,2020-06-02,399,0.0013377604374818614
Kuwait,4270563,2020-03-02,56,0.0013113025144459876
Kuwait,4270563,2020-03-03,56,0.0013113025144459876
Kuwait,4270563,2020-03-04,56,0.0013113025144459876
Oman,5106622,2020-03-23,66,0.0012924395030609276
Yemen,29825968,2020-06-01,354,0.001186885200171877
United Arab Emirates,9890400,2020-03-18,113,0.0011425220415756693
Saudi Arabia,34813867,2020-03-21,392,0.001125988101235637
Yemen,29825968,2020-05-31,323,0.0010829489255805545
Oman,5106622,2020-03-22,55,0.0010770329192174397
Kuwait,4270563,2020-02-28,45,0.0010537252348226686
Kuwait,4270563,2020-02-29,45,0.0010537252348226686
Kuwait,4270563,2020-03-01,45,0.0010537252348226686
Yemen,29825968,2020-05-30,310,0.0010393627459132256
Oman,5106622,2020-03-21,52,0.0010182856690783065
Kuwait,4270563,2020-02-27,43,0.0010068930021638835
United Arab Emirates,9890400,2020-03-15,98,0.0009908598236673947
United Arab Emirates,9890400,2020-03-16,98,0.0009908598236673947
United Arab Emirates,9890400,2020-03-17,98,0.0009908598236673947
Saudi Arabia,34813867,2020-03-20,344,0.0009881120072067833
Yemen,29825968,2020-05-29,283,0.000948837603527235
Oman,5106622,2020-03-19,48,0.000939956002226129
Oman,5106622,2020-03-20,48,0.000939956002226129
Yemen,29825968,2020-05-28,278,0.0009320736882705702
United Arab Emirates,9890400,2020-03-12,85,0.0008594192348135566
United Arab Emirates,9890400,2020-03-13,85,0.0008594192348135566
United Arab Emirates,9890400,2020-03-14,85,0.0008594192348135566
Yemen,29825968,2020-05-27,255,0.0008549596780899114
Yemen,29825968,2020-05-26,249,0.0008348429797819136
Qatar,2881060,2020-03-10,24,0.0008330267332162468
Saudi Arabia,34813867,2020-03-19,274,0.0007870427034147054
Yemen,29825968,2020-05-25,233,0.0007811984509605857
Oman,5106622,2020-03-18,39,0.0007637142518087299
United Arab Emirates,9890400,2020-03-10,74,0.0007482002750141552
United Arab Emirates,9890400,2020-03-11,74,0.0007482002750141552
Yemen,29825968,2020-05-24,222,0.0007443178373959229
Yemen,29825968,2020-05-23,212,0.0007107900068825931
Yemen,29825968,2020-05-22,205,0.0006873205255232621
Yemen,29825968,2020-05-21,193,0.0006470871289072663
Qatar,2881060,2020-03-09,18,0.0006247700499121851
Kuwait,4270563,2020-02-26,26,0.0006088190245642085
Yemen,29825968,2020-05-20,180,0.0006035009492399375
Yemen,29825968,2020-05-19,167,0.0005599147695726087
Qatar,2881060,2020-03-08,15,0.0005206417082601543
Saudi Arabia,34813867,2020-03-17,171,0.0004911835849777906
Saudi Arabia,34813867,2020-03-18,171,0.0004911835849777906
Oman,5106622,2020-03-17,24,0.0004699780011130645
United Arab Emirates,9890400,2020-03-07,45,0.0004549866537248241
United Arab Emirates,9890400,2020-03-08,45,0.0004549866537248241
United Arab Emirates,9890400,2020-03-09,45,0.0004549866537248241
Yemen,29825968,2020-05-18,130,0.0004358617966732882
Oman,5106622,2020-03-15,22,0.00043081316768697585
Oman,5106622,2020-03-16,22,0.00043081316768697585
Yemen,29825968,2020-05-17,128,0.0004291562305706222
Yemen,29825968,2020-05-16,122,0.0004090395322626243
Oman,5106622,2020-03-13,19,0.0003720659175478428
Oman,5106622,2020-03-14,19,0.0003720659175478428
Yemen,29825968,2020-05-15,106,0.00035539500344129656
Oman,5106622,2020-03-10,18,0.0003524835008347984
Oman,5106622,2020-03-11,18,0.0003524835008347984
Oman,5106622,2020-03-12,18,0.0003524835008347984
Saudi Arabia,34813867,2020-03-16,118,0.0003389453978209315
Oman,5106622,2020-03-05,16,0.0003133186674087097
Oman,5106622,2020-03-06,16,0.0003133186674087097
Oman,5106622,2020-03-07,16,0.0003133186674087097
Oman,5106622,2020-03-08,16,0.0003133186674087097
Oman,5106622,2020-03-09,16,0.0003133186674087097
Saudi Arabia,34813867,2020-03-14,103,0.00029585911843691483
Saudi Arabia,34813867,2020-03-15,103,0.00029585911843691483
Oman,5106622,2020-03-04,15,0.00029373625069566535
United Arab Emirates,9890400,2020-03-05,29,0.00029321362128933103
United Arab Emirates,9890400,2020-03-06,29,0.00029321362128933103
Yemen,29825968,2020-05-14,85,0.0002849865593633038
Qatar,2881060,2020-03-04,8,0.00027767557773874895
Qatar,2881060,2020-03-05,8,0.00027767557773874895
Qatar,2881060,2020-03-06,8,0.00027767557773874895
Qatar,2881060,2020-03-07,8,0.00027767557773874895
United Arab Emirates,9890400,2020-03-03,27,0.00027299199223489444
United Arab Emirates,9890400,2020-03-04,27,0.00027299199223489444
Kuwait,4270563,2020-02-25,11,0.000257577279623319
Saudi Arabia,34813867,2020-03-13,86,0.00024702800180169583
Qatar,2881060,2020-03-03,7,0.00024296613052140532
Oman,5106622,2020-03-03,12,0.00023498900055653226
Yemen,29825968,2020-05-13,70,0.00023469481359330904
Yemen,29825968,2020-05-12,65,0.0002179308983366441
United Arab Emirates,9890400,2020-02-29,21,0.00021232710507158457
United Arab Emirates,9890400,2020-03-01,21,0.00021232710507158457
United Arab Emirates,9890400,2020-03-02,21,0.00021232710507158457
United Arab Emirates,9890400,2020-02-28,19,0.00019210547601714796
Yemen,29825968,2020-05-11,56,0.00018775585087464722
Yemen,29825968,2020-05-10,51,0.0001709919356179823
United Arab Emirates,9890400,2020-02-22,13,0.00013144058885383806
United Arab Emirates,9890400,2020-02-23,13,0.00013144058885383806
United Arab Emirates,9890400,2020-02-24,13,0.00013144058885383806
United Arab Emirates,9890400,2020-02-25,13,0.00013144058885383806
United Arab Emirates,9890400,2020-02-26,13,0.00013144058885383806
United Arab Emirates,9890400,2020-02-27,13,0.00013144058885383806
Saudi Arabia,34813867,2020-03-12,45,0.00012925883815205017
Oman,5106622,2020-02-29,6,0.00011749450027826613
Oman,5106622,2020-03-01,6,0.00011749450027826613
Oman,5106622,2020-03-02,6,0.00011749450027826613
Yemen,29825968,2020-05-08,34,0.00011399462374532154
Yemen,29825968,2020-05-09,34,0.00011399462374532154
Qatar,2881060,2020-03-01,3,0.00010412834165203085
Qatar,2881060,2020-03-02,3,0.00010412834165203085
United Arab Emirates,9890400,2020-02-16,9,9.09973307449648E-05
United Arab Emirates,9890400,2020-02-17,9,9.09973307449648E-05
United Arab Emirates,9890400,2020-02-18,9,9.09973307449648E-05
United Arab Emirates,9890400,2020-02-19,9,9.09973307449648E-05
United Arab Emirates,9890400,2020-02-20,9,9.09973307449648E-05
United Arab Emirates,9890400,2020-02-21,9,9.09973307449648E-05
Yemen,29825968,2020-05-06,25,8.381957628332465E-05
Yemen,29825968,2020-05-07,25,8.381957628332465E-05
United Arab Emirates,9890400,2020-02-10,8,8.08865162177465E-05
United Arab Emirates,9890400,2020-02-11,8,8.08865162177465E-05
United Arab Emirates,9890400,2020-02-12,8,8.08865162177465E-05
United Arab Emirates,9890400,2020-02-13,8,8.08865162177465E-05
United Arab Emirates,9890400,2020-02-14,8,8.08865162177465E-05
United Arab Emirates,9890400,2020-02-15,8,8.08865162177465E-05
Oman,5106622,2020-02-26,4,7.832966685217743E-05
Oman,5106622,2020-02-27,4,7.832966685217743E-05
Oman,5106622,2020-02-28,4,7.832966685217743E-05
United Arab Emirates,9890400,2020-02-08,7,7.077570169052819E-05
United Arab Emirates,9890400,2020-02-09,7,7.077570169052819E-05
Yemen,29825968,2020-05-05,21,7.04084440779927E-05
Saudi Arabia,34813867,2020-03-11,21,6.03207911376234E-05
Bahrain,1701583,2020-02-24,1,5.8768805283080524E-05
Saudi Arabia,34813867,2020-03-10,20,5.744837251202229E-05
United Arab Emirates,9890400,2020-02-02,5,5.055407263609156E-05
United Arab Emirates,9890400,2020-02-03,5,5.055407263609156E-05
United Arab Emirates,9890400,2020-02-04,5,5.055407263609156E-05
United Arab Emirates,9890400,2020-02-05,5,5.055407263609156E-05
United Arab Emirates,9890400,2020-02-06,5,5.055407263609156E-05
United Arab Emirates,9890400,2020-02-07,5,5.055407263609156E-05
Saudi Arabia,34813867,2020-03-09,15,4.308627938401672E-05
United Arab Emirates,9890400,2020-01-29,4,4.044325810887325E-05
United Arab Emirates,9890400,2020-01-30,4,4.044325810887325E-05
United Arab Emirates,9890400,2020-01-31,4,4.044325810887325E-05
United Arab Emirates,9890400,2020-02-01,4,4.044325810887325E-05
Yemen,29825968,2020-05-04,12,4.023339661599583E-05
Oman,5106622,2020-02-24,2,3.9164833426088715E-05
Oman,5106622,2020-02-25,2,3.9164833426088715E-05
Qatar,2881060,2020-02-29,1,3.470944721734362E-05
Yemen,29825968,2020-05-02,10,3.352783051332986E-05
Yemen,29825968,2020-05-03,10,3.352783051332986E-05
Saudi Arabia,34813867,2020-03-08,11,3.159660488161226E-05
Yemen,29825968,2020-05-01,7,2.3469481359330903E-05
Kuwait,4270563,2020-02-24,1,2.3416116329392636E-05
Yemen,29825968,2020-04-29,6,2.0116698307997915E-05
Yemen,29825968,2020-04-30,6,2.0116698307997915E-05
Saudi Arabia,34813867,2020-03-05,5,1.4362093128005572E-05
Saudi Arabia,34813867,2020-03-06,5,1.4362093128005572E-05
Saudi Arabia,34813867,2020-03-07,5,1.4362093128005572E-05
Yemen,29825968,2020-04-10,1,3.352783051332986E-06
Yemen,29825968,2020-04-11,1,3.352783051332986E-06
Yemen,29825968,2020-04-12,1,3.352783051332986E-06
Yemen,29825968,2020-04-13,1,3.352783051332986E-06
Yemen,29825968,2020-04-14,1,3.352783051332986E-06
Yemen,29825968,2020-04-15,1,3.352783051332986E-06
Yemen,29825968,2020-04-16,1,3.352783051332986E-06
Yemen,29825968,2020-04-17,1,3.352783051332986E-06
Yemen,29825968,2020-04-18,1,3.352783051332986E-06
Yemen,29825968,2020-04-19,1,3.352783051332986E-06
Yemen,29825968,2020-04-20,1,3.352783051332986E-06
Yemen,29825968,2020-04-21,1,3.352783051332986E-06
Yemen,29825968,2020-04-22,1,3.352783051332986E-06
Yemen,29825968,2020-04-23,1,3.352783051332986E-06
Yemen,29825968,2020-04-24,1,3.352783051332986E-06
Yemen,29825968,2020-04-25,1,3.352783051332986E-06
Yemen,29825968,2020-04-26,1,3.352783051332986E-06
Yemen,29825968,2020-04-27,1,3.352783051332986E-06
Yemen,29825968,2020-04-28,1,3.352783051332986E-06
Saudi Arabia,34813867,2020-03-02,1,2.8724186256011146E-06
Saudi Arabia,34813867,2020-03-03,1,2.8724186256011146E-06
Saudi Arabia,34813867,2020-03-04,1,2.8724186256011146E-06
